Unique ID,Job Title,Salary Estimate,Company Rating,Company Name,Company Location,Headquarters Location,Number of Employees,Date Founded,Type of Ownership,Industry,Sector,Revenue (USD),Quality Score
153,Data Analyst,"$59,500.00",Unknown,Monkey Algorithms LLC,NY,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.23
154,Data Analyst/Rochade,"$59,500.00",3.3,"Halcyon Solutions, Inc.",NY,Dublin,51-200 Employees,1992,Company - Private,IT Services,Information Technology,"$10,000,000-$25,000,000",3.54
155,"Data Analyst, Revenue Analytics","$59,500.00",3.2,Roman,NY,Bloomingdale,201-500 Employees,Unknown,Company - Private,Unknown,Unknown,"$25,000,000-$50,000,000",3.48
156,Data Analyst,"$59,500.00",3.8,COUNCIL ON ACCREDITATION,NY,New York,51-200 Employees,1977,Nonprofit Organization,Social Assistance,Non-Profit,"$10,000,000-$25,000,000",3.84
157,Data Analyst,"$59,500.00",Unknown,APR Staffing,NY,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.23
158,"Data Analyst II, Division of Gastroenterology (Research)","$59,500.00",3.4,Mount Sinai Health System,NY,New York,10000+ Employees,2013,Hospital,Health Care Services & Hospitals,Health Care,"$1,000,000,000-$2,000,000,000",3.6
159,"Data Analyst, Student Success Program","$59,500.00",3.2,Child Mind Institute,NY,New York,201-500 Employees,2009,Nonprofit Organization,Health Care Services & Hospitals,Health Care,"$25,000,000-$50,000,000",3.48
160,Big Data QA Analyst with Jupyter notebook,"$59,500.00",3.2,COOLSOFT,NJ,Louisville,51-200 Employees,Unknown,Company - Private,"Health, Beauty, & Fitness",Consumer Services,"$10,000,000-$25,000,000",3.48
161,"Analyst, Data Centers Industry","$59,500.00",3.3,451 Research,NY,New York,201-500 Employees,2000,Company - Private,Research & Development,Business Services,Unknown,3.54
162,Data Analyst,"$59,500.00",Unknown,Stark HR Consulting LLC,NY,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.23
163,Financial - Data Analyst,"$59,500.00",3.8,Amenity Analytics,NY,New York,51-200 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,3.84
164,Data Analyst with Data Scanning and Profiling,"$59,500.00",3.3,"Halcyon Solutions, Inc.",NY,Dublin,51-200 Employees,1992,Company - Private,IT Services,Information Technology,"$10,000,000-$25,000,000",3.54
165,Business Analyst - Data Governance,"$59,500.00",4.1,Rockstar Games,NY,New York,1001-5000 Employees,1998,Subsidiary or Business Segment,Video Games,Media,"$10,000,000-$25,000,000",4.02
166,Senior Data Analyst - Health Economist,"$59,500.00",2.9,Vericred,NY,New York,1-50 Employees,2015,Company - Private,Internet,Information Technology,Unknown,3.3
167,Lead Data Insights Analyst,"$59,500.00",Unknown,TapRm,NY,New York,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.23
168,Research Analyst (Data Science),"$59,500.00",3.4,APCO Worldwide,NY,Washington,501-1000 Employees,1984,Company - Private,Consulting,Business Services,"$100,000,000-$500,000,000",3.6
169,Data Management Analyst,"$59,500.00",2.5,Brooklyn Community Services,NY,Brooklyn,201-500 Employees,1886,Nonprofit Organization,Social Assistance,Non-Profit,"$25,000,000-$50,000,000",3.06
170,Business Analyst / Data Analyst,"$59,500.00",4.4,Softcom Systems,NJ,Princeton,1-50 Employees,Unknown,Company - Private,IT Services,Information Technology,"$1,000,000-$5,000,000",4.2
171,Healthcare Data/Reporting Analyst,"$59,500.00",3.9,Diverse Lynx,NY,Princeton,501-1000 Employees,2002,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",3.9
172,Clinical Data Analyst,"$59,500.00",2.3,Fair Health,NY,New York,1-50 Employees,Unknown,Nonprofit Organization,Unknown,Unknown,"$10,000,000-$25,000,000",2.94
173,Sr. Data Profiling Analyst,"$59,500.00",3.6,UBS,NY,Zurich,10000+ Employees,1862,Company - Public,Investment Banking & Asset Management,Finance,"$10,000,000,000+",3.72
174,"Data Analytics Analyst or Associate, Cowen Sustainable Investments","$59,500.00",Unknown,"Cowen Group, Inc.",NY,West Hartford,1-50 Employees,Unknown,Unknown,Unknown,Unknown,Unknown,2.23
175,Data Analyst,"$59,500.00",3.6,Workforce Logiq,NJ,Orlando,501-1000 Employees,1999,Company - Private,Consulting,Business Services,"$50,000,000-$100,000,000",3.72
176,Data Analyst,"$59,500.00",3.3,Cross River Bank,NJ,Fort Lee,201-500 Employees,2008,Company - Private,Banks & Credit Unions,Finance,"$50,000,000-$100,000,000",3.54
177,"Sr. Data Analyst, Revenue Analytics, Peacock","$59,500.00",3.8,NBCUniversal,NY,New York,10000+ Employees,1906,Company - Public,TV Broadcast & Cable Networks,Media,"$10,000,000,000+",3.84
178,Senior Data Analyst,"$59,500.00",3.7,Narrativ,NY,New York,1-50 Employees,2015,Company - Private,Internet,Information Technology,Unknown,3.78
179,Data Analyst,"$59,500.00",Unknown,CompuForce,NY,New York,Unknown,Unknown,Company - Private,Unknown,Unknown,Unknown,2.23
180,Senior Data Analyst - Data Cataloging / Data Profiling,"$59,500.00",3.6,Perficient,NY,Saint Louis,1001-5000 Employees,1998,Company - Public,IT Services,Information Technology,"$500,000,000 to $1,000,000,000",3.72
181,Data/Report Analyst,"$85,000.00",4.0,Lorven Technologies Inc,NY,Plainsboro,1-50 Employees,Unknown,Company - Private,Accounting,Accounting & Legal,"<$1,000,000",5.49
182,Senior Data Analyst,"$85,000.00",4.1,Bounce Exchange,NY,New York,201-500 Employees,2012,Company - Private,Advertising & Marketing,Business Services,Unknown,5.55
183,Human Capital Data Analyst,"$85,000.00",4.5,Green Key Resources,NY,New York,201-500 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown,5.79
184,GIS Data analyst,"$85,000.00",3.7,22nd Century Technologies,NY,Somerset,1001-5000 Employees,1997,Company - Private,IT Services,Information Technology,"$25,000,000-$50,000,000",5.31
185,Junior Data Analytics Solutions Analyst,"$85,000.00",3.1,Praescient Analytics,NY,Alexandria,51-200 Employees,2011,Company - Private,Consulting,Business Services,"$10,000,000-$25,000,000",4.95
186,Data Analyst,"$85,000.00",Unknown,"Capgemini America, Inc.",NJ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.42
187,Data Analyst w/Capital Markets,"$85,000.00",3.7,Software Guidance & Assistance,NJ,Tarrytown,51-200 Employees,1981,Company - Private,Staffing & Outsourcing,Business Services,"$50,000,000-$100,000,000",5.31
188,"VP, Research Project Analyst/Data Management","$85,000.00",3.7,Citi,NY,New York,10000+ Employees,1812,Company - Public,Investment Banking & Asset Management,Finance,"$10,000,000,000+",5.31
189,Food Data Analyst,"$85,000.00",3.2,Metropolitan Council on Jewish Poverty,NY,New York,201-500 Employees,Unknown,Nonprofit Organization,Social Assistance,Non-Profit,"$25,000,000-$50,000,000",5.01
190,Data Management Analyst,"$85,000.00",3.6,TSR Consulting,NY,Hauppauge,201-500 Employees,1969,Company - Public,Staffing & Outsourcing,Business Services,"$50,000,000-$100,000,000",5.25
191,Data Governance Analyst,"$85,000.00",3.6,UBS,NJ,Zurich,10000+ Employees,1862,Company - Public,Investment Banking & Asset Management,Finance,"$10,000,000,000+",5.25
192,"Data Analyst, Enterprise Analytics","$85,000.00",3.7,"Take-Two Interactive Software, Inc.",NY,New York,1001-5000 Employees,1993,Company - Public,Video Games,Media,"$1,000,000,000-$2,000,000,000",5.31
193,Data Analytics Solutions Analyst - Mid with Security Clearance,"$85,000.00",3.1,Praescient Analytics,NY,Alexandria,51-200 Employees,2011,Company - Private,Consulting,Business Services,"$10,000,000-$25,000,000",4.95
194,Data Analyst Assistant,"$85,000.00",Unknown,Teus Health,NJ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.42
195,Investment Management Summer Analyst Program - Office of COO: Data & Analytics,"$85,000.00",3.8,Morgan Stanley,NY,New York,10000+ Employees,1935,Company - Public,Investment Banking & Asset Management,Finance,"$10,000,000,000+",5.37
196,Data Collection Analyst,"$85,000.00",4.1,ICAP at Columbia University,NY,New York,501-1000 Employees,2003,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown,5.55
197,Data Collection Analyst,"$85,000.00",3.8,Columbia University Medical Center,NY,New York,5001-10000 Employees,Unknown,Hospital,Health Care Services & Hospitals,Health Care,"$500,000,000 to $1,000,000,000",5.37
198,Sr Business /Data Analyst- Reference data,"$85,000.00",3.7,Xoriant Corporation,NJ,Sunnyvale,1001-5000 Employees,1990,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",5.31
199,Data Analyst,"$85,000.00",4.7,The Denzel Group,NJ,Allentown,1-50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown,5.91
200,SENIOR DATA ANALYST,"$85,000.00",3.7,Montefiore Medical,NY,Bronx,10000+ Employees,1884,Nonprofit Organization,Health Care Services & Hospitals,Health Care,"$2,000,000,000-$5,000,000,000",5.31
201,Senior Data Analyst / Scientist,"$85,000.00",3.3,Cedent Consulting,NY,Frisco,1-50 Employees,Unknown,Company - Private,Consulting,Business Services,"<$1,000,000",5.07
202,Senior Data Analyst - Regulatory Reporting,"$85,000.00",3.4,ACS,NY,Moore,1-50 Employees,Unknown,Company - Private,General Repair & Maintenance,"Construction, Repair & Maintenance","$1,000,000-$5,000,000",5.13
203,Data Reporting Analyst,"$85,000.00",3.2,NADAP,NY,New York,201-500 Employees,1971,Nonprofit Organization,Social Assistance,Non-Profit,Unknown,5.01
204,Data Governance Analyst,"$85,000.00",Unknown,SGA Inc.,NY,Bethesda,1-50 Employees,1996,Company - Private,Architectural & Engineering Services,Business Services,"$1,000,000-$5,000,000",4.42
205,Data Analyst,"$85,000.00",Unknown,Newspaper Administration,NY,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4.42
206,Senior Data Analyst (6-12 Month Contract-Remote),"$85,000.00",5.0,VISTRADA,NY,New York,1-50 Employees,Unknown,Company - Private,Advertising & Marketing,Business Services,"$1,000,000-$5,000,000",6.09
207,"Principal Data Analyst, LATAM – Disney Streaming Services","$85,000.00",3.6,Disney Streaming Services,NY,New York,501-1000 Employees,2018,Company - Private,Internet,Information Technology,Unknown,5.25
208,Data Analyst- Win 10 Migration- NYC,"$85,000.00",3.0,Royal Communications Consultants Inc,NY,New York,1-50 Employees,Unknown,Company - Private,IT Services,Information Technology,"$1,000,000-$5,000,000",4.89
209,Data Analyst (35 hours/week),"$85,000.00",3.5,CASES,NY,Brooklyn,201-500 Employees,1989,Nonprofit Organization,Social Assistance,Non-Profit,"$10,000,000-$25,000,000",5.19
210,Tech Business/Data Analyst,"$85,000.00",1.0,Sphinix Network Solutions Inc.,NY,New York,1-50 Employees,Unknown,Company - Private,IT Services,Information Technology,"<$1,000,000",3.69
211,Data Analyst,"$59,500.00",5.0,"Staffigo Technical Services, LLC",NY,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",4.56
212,"Senior Data Analyst, Financial Services","$59,500.00",5.0,Earnest Research,NY,New York,51-200 Employees,2012,Company - Private,Research & Development,Business Services,Unknown,4.56
213,"Enterprise Data, Financial Data Analyst - Content Design Specialist Contractor","$59,500.00",3.8,Bloomberg,NY,New York,10000+ Employees,1981,Company - Private,Computer Hardware & Software,Information Technology,Unknown,3.84
214,Data Analyst,"$59,500.00",4.1,APN Software Services Inc.,NY,Newark,51-200 Employees,Unknown,Company - Private,Computer Hardware & Software,Information Technology,"$25,000,000-$50,000,000",4.02
215,Data Analyst,"$59,500.00",3.3,Acacia Network,NY,Bronx,1001-5000 Employees,1966,Nonprofit Organization,Social Assistance,Non-Profit,"$100,000,000-$500,000,000",3.54
216,Senior Data Analyst,"$59,500.00",Unknown,Miller Cang Agency,NY,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.23
217,Data Remediation Analyst-EK020719A/JL,"$59,500.00",3.5,"EDP World, Inc.",NY,New York,1-50 Employees,1968,Company - Private,Staffing & Outsourcing,Business Services,"$1,000,000-$5,000,000",3.66
218,Business Analyst - Chief Data Office,"$59,500.00",3.7,Citi,NY,New York,10000+ Employees,1812,Company - Public,Investment Banking & Asset Management,Finance,"$10,000,000,000+",3.78
219,"Senior Analyst, Data Instrumentation & Quality (Disney+)","$59,500.00",4.0,Walt Disney Co.,NY,Burbank,10000+ Employees,1923,Company - Public,Motion Picture Production & Distribution,Media,"$10,000,000,000+",3.96
220,Sr. Data Analyst,"$59,500.00",3.4,NTT DATA,NY,Tokyo,10000+ Employees,1967,Company - Public,IT Services,Information Technology,"$10,000,000,000+",3.6
221,Big Data Programmer Analyst,"$59,500.00",3.6,"TSR, Inc.",NJ,Hauppauge,201-500 Employees,1969,Company - Public,Staffing & Outsourcing,Business Services,"$50,000,000-$100,000,000",3.72
222,Lead Data Analyst,"$59,500.00",Unknown,Attentive,NY,Braga,1-50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown,2.23
223,Data Analyst,"$59,500.00",3.5,Fidelis Group,NJ,Little Ferry,51-200 Employees,Unknown,Company - Private,Consulting,Business Services,"$10,000,000-$25,000,000",3.66
224,Data Governance Analyst,"$59,500.00",3.4,Eclaro,NY,New York,501-1000 Employees,1999,Company - Private,Staffing & Outsourcing,Business Services,"$25,000,000-$50,000,000",3.6
225,Client Service Data Analyst,"$59,500.00",4.1,Phyton Talent Advisors,NY,New York,1-50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown,4.02
226,Financial Data Analyst - Accounting - D3529,"$59,500.00",4.2,Source of Future Technology Inc,NY,New York,1-50 Employees,1981,Company - Private,Computer Hardware & Software,Information Technology,"$5,000,000-$10,000,000",4.08
227,Data / Business Analyst (SQL/Tableau),"$59,500.00",Unknown,Wayne Technologies - CHURN,NY,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.23
228,"Data Processing & Performance Analyst New York, NY","$59,500.00",2.7,Brink's,NY,Richmond,10000+ Employees,1859,Company - Public,Security Services,Business Services,"$2,000,000,000-$5,000,000,000",3.18
229,Data Analyst,"$59,500.00",3.1,Seven Seven Softwares,NJ,Rockaway,201-500 Employees,1996,Company - Public,IT Services,Information Technology,"$10,000,000-$25,000,000",3.42
230,Senior Data Analyst,"$59,500.00",4.5,Mobilityware,NY,Irvine,51-200 Employees,1990,Company - Private,Video Games,Media,Unknown,4.26
231,Data Analyst-Junior Profiles also works-Only NY/NJ Candidates Please on w2 Only,"$59,500.00",4.8,TechProjects,NJ,North Brunswick,1-50 Employees,2011,Company - Private,IT Services,Information Technology,Unknown,4.44
232,Business Analyst-Market Data,"$59,500.00",4.1,Mitchell Martin,NJ,New York,501-1000 Employees,1984,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",4.02
233,Content Analyst/Data BA-Bus/Tech Strategy - Investment Bank,"$59,500.00",3.0,RMS Computer Corporation,NJ,New York,201-500 Employees,1985,Company - Private,Computer Hardware & Software,Information Technology,"$25,000,000-$50,000,000",3.36
234,Data Analyst,"$59,500.00",2.7,ProHEALTH Care,NY,Lake Success,1001-5000 Employees,1997,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,Unknown,3.18
235,"Senior Analyst, AB Testing and Data Operations","$59,500.00",3.5,2U,NY,Lanham,1001-5000 Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,"$100,000,000-$500,000,000",3.66
236,Data Warehouse Analyst,"$59,500.00",Unknown,SIAL TECHNOLOGY PARTNERS,NY,Princeton,1-50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown,2.23
237,Data Analyst I - Geriatrics and Palliative Care,"$59,500.00",3.1,Mount Sinai Medical Center,NY,Miami Beach,1001-5000 Employees,1946,Nonprofit Organization,Health Care Services & Hospitals,Health Care,"$500,000,000 to $1,000,000,000",3.42
238,Data Analyst,"$59,500.00",5.0,Professional Resource Group,NY,Spring,1-50 Employees,Unknown,Company - Private,Advertising & Marketing,Business Services,"<$1,000,000",4.56
239,Senior Business and Data Analyst,"$59,500.00",3.9,JPMorgan Chase,NY,New York,10000+ Employees,1799,Company - Public,Investment Banking & Asset Management,Finance,"$10,000,000,000+",3.9
240,Data Analyst II,"$66,500.00",3.8,Capgemini,NJ,Paris,10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,"$10,000,000,000+",4.26
241,Data Analyst II,"$66,500.00",3.0,IPRO,NY,N New Hyde Park,201-500 Employees,1984,Nonprofit Organization,Health Care Services & Hospitals,Health Care,"$50,000,000-$100,000,000",3.78
242,Data Analyst (35 hours/week),"$66,500.00",3.2,CASES,NY,Durham,1-50 Employees,Unknown,Company - Public,Unknown,Unknown,Unknown,3.9
243,Lead Generation Data Analyst,"$66,500.00",3.3,Brown Brothers Harriman,NY,New York,1001-5000 Employees,1818,Company - Private,Investment Banking & Asset Management,Finance,"$2,000,000,000-$5,000,000,000",3.96
244,"DnA Ambassador (Clinical Business Analyst - Level 1), Data & Analytics/Re-post","$66,500.00",3.6,NYC Health + Hospitals,NY,New York,5001-10000 Employees,Unknown,Company - Public,Health Care Services & Hospitals,Health Care,Unknown,4.14
245,Data Analyst I - Genetics & Genomic Sciences,"$66,500.00",3.1,Mount Sinai Medical Center,NY,Miami Beach,1001-5000 Employees,1946,Nonprofit Organization,Health Care Services & Hospitals,Health Care,"$500,000,000 to $1,000,000,000",3.84
246,Data Reporting Analyst III,"$66,500.00",3.6,Horizon Blue Cross Blue Shield of New Jersey,NJ,Newark,1001-5000 Employees,1932,Nonprofit Organization,Insurance Carriers,Insurance,"$10,000,000,000+",4.14
247,Reporting Analyst Data Analyst,"$66,500.00",Unknown,APR Staffing,NY,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.83
248,Data Analyst - CBCH,"$66,500.00",3.9,Columbia University,NY,New York,10000+ Employees,1938,College / University,Colleges & Universities,Education,"$2,000,000,000-$5,000,000,000",4.32
249,"Principal Data Analyst, LATAM Disney Streaming Services","$66,500.00",4.0,Walt Disney Company,NY,Burbank,10000+ Employees,1923,Company - Public,Motion Picture Production & Distribution,Media,"$10,000,000,000+",4.38
250,Data Engineer/Data Analyst,"$66,500.00",3.9,Diverse Lynx,NY,Princeton,501-1000 Employees,2002,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",4.32
251,Technical Business/Data Analyst,"$100,000.00",3.8,Capgemini,NY,Paris,10000+ Employees,1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,"$10,000,000,000+",6.28
